"","dd","p","mn","s","mn_s","mn_s_t","l_temp","super_heat","s_temp","tt","f_temp","cs","mcwf","mould_level","mcwd_temp","new_var","sczfr","m_f"
"3145",8,0.016,0.735,0.027,27.22222222,23.61991192,1508,36,1544,1544,1544,2.83,2279.49,60.24,5.77,"19519844.76",318.04,"112.3816254"
"3146",6,0.027,0.743,0.027,27.51851852,23.61991192,1508,35,1543,1543,1543,2.79,2278.11,60.04,5.97,"20473595.03",256.55,NA
"3147",9,0.021,0.743,0.021,35.38095238,28.83191546,1508,63,1571,1571,1590,2.6,2301.69,60.03,0.26,NA,277.29,"106.65"
"3148",8,0.029,0.74,0.028,26.42857143,22.94811947,1508,46,NA,1554,1554,2.92,2272.61,60.04,5.38,"17586265.6",310.5,"106.3356164"
"3149",5,0.014,0.745,0.027,27.59259259,23.61991192,1508,67,1575,1575,1564,2.88,2277.98,60.04,5.62,"18669944.42",298.2,"103.5416667"
"3150",4,0.029,1.058,0.022,48.09090909,27.78715793,1506,47,1553,1553,1553,2.94,2279.79,60.03,6.12,"19931878.29",282.23,NA
"3151",2,0.015,1.056,0.021,50.28571429,28.83191546,1506,33,1539,1539,1539,2.8,2273.86,60.02,5.99,"20430632.1",312.53,"111.6178571"
"3152",5,0.024,1.025,0.028,36.60714286,22.94811947,1506,67,1573,1573,1572,2.3,2275.89,59.5,1.08,"4488450.887",275.12,"119.6173913"
"3153",8,0.022,1.021,0.025,40.84,25.10710746,1506,32,1538,1538,1544,3.18,2277.93,59.79,5.18,"15584479.58",316.65,NA
"3154",2,0.018,1.01,0.02,50.5,29.96988564,1510,53,1563,1563,1563,2.98,2279.67,59.99,4.84,"15550715.36",450.04,NA
"3155",6,0.022,1.021,0.021,48.61904762,28.83191546,1506,53,1559,1559,1549,3.36,2272.51,60.17,6.08,"17271076",298.75,NA
"3156",9,0.021,0.759,0.015,50.6,37.65403131,1508,25,NA,1533,1533,3.29,2276.47,60.27,5.74,"16681197.19",254.33,NA
"3157",7,0.018,0.74,0.03,24.66666667,21.72572514,1508,49,1557,1557,1570,2.27,2277.28,59.31,0.35,"1474714.361",262.62,"115.69163"
"3158",13,0.016,1.083,0.016,67.6875,35.77449321,1506,38,1544,1544,1544,2.96,2275.99,59.96,6,"19376671.62",441.55,NA
"3159",6,0.019,1.046,0.032,32.6875,20.64126415,1506,31,NA,1537,1537,2.77,2279.81,59.97,4.84,"16730677.86",316.77,"114.3574007"
"3160",9,0.018,1.041,0.022,47.31818182,27.78715793,1506,34,1540,1540,1546,2.7,2276.49,60.13,5.63,"19936993.53",307.41,"113.8555556"
"3161",9,0.018,0.777,0.027,28.77777778,23.61991192,1508,44,1552,1552,1552,2.95,2278.39,60.06,5.46,"17711199.82",295.1,NA
"3162",5,0.021,0.744,0.032,23.25,20.64126415,1508,37,1545,1545,1545,2.53,2275.92,60.19,5.03,"19004381.79",296.57,"117.2213439"
"3163",11,0.021,1.1,0.022,50,27.78715793,1510,59,1569,1569,1557,2.25,2281.82,59.41,0.22,"937067.4133",274.45,"121.9777778"
"3164",8,0.018,0.74,0.027,27.40740741,23.61991192,1508,45,1553,1553,1540,3.24,2275.55,59.76,5.2,"15338892.59",307.82,NA
"3165",7,0.024,1.027,0.026,39.5,24.33786233,1506,34,1540,1540,1543,2.86,2274.89,59.72,5.16,"17238257.37",273.6,NA
"3166",6,0.02,1.03,0.027,38.14814815,23.61991192,1506,38,1544,1544,1554,2.69,2278.35,60.22,5.57,"19814022.27",251.41,NA
"3167",8,0.03,1.038,0.024,43.25,25.93359266,1506,43,1549,1549,1691,3.25,2275.68,59.71,6.14,"18056995.64",449.95,NA
"3168",8,0.019,1.05,0.027,38.88888889,23.61991192,1506,197,1703,1703,1552,3.23,2274.33,60.15,5.94,"17566558.77",312.66,"96.79876161"
"3169",11,0.037,0.739,0.028,26.39285714,22.94811947,1508,79,NA,1587,1587,2.56,2274.72,59.84,0.14,"522474.75",287.84,"112.4375"
"3170",6,0.02,1.03,0.02,51.5,29.96988564,1506,31,1537,1537,1537,2.95,2274.23,60.19,5.48,"17743619.55",282.58,NA
"3171",6,0.018,0.762,0.028,27.21428571,22.94811947,1508,26,NA,1534,1534,2.82,2276.16,59.82,5.31,"18001035.57",314.77,"111.6205674"
"3172",8,0.022,0.737,0.02,36.85,29.96988564,1508,34,1542,1542,1698,2.91,2273.09,59.91,5.69,"18667458.7",315.06,NA
"3173",9,0.022,0.787,0.029,27.13793103,22.31802259,1508,37,1545,1545,1545,2.9,2275.32,60.12,5.69,"18750205.99",276.29,NA
"3174",4,0.021,0.728,0.023,31.65217391,26.82423957,1508,49,1557,1557,1557,2.85,2277.15,59.87,5.47,"18356226",282.96,NA
"3175",10,0.024,0.733,0.025,29.32,25.10710746,1508,66,1574,1574,1576,2.3,2278.82,59.78,0.36,"1498076.452",267.96,"116.5043478"
"3176",8,0.017,0.728,0.03,24.26666667,21.72572514,1508,23,1531,1531,1531,3.19,2275.3,60.3,4.93,"14768765.45",316.38,"99.17868339"
"3177",9,0.02,0.77,0.017,45.29411765,34.09448306,1508,45,1553,1553,1553,3.16,2270.7,59.97,5.68,"17142347.85",315,"99.6835443"
"3178",8,0.02,0.77,0.018,42.77777778,32.58285073,1508,31,NA,1539,1539,3.15,2273.83,59.85,5.02,"15219502.13",315.12,"100.0380952"
"3179",6,0.02,0.734,0.028,26.21428571,22.94811947,1508,45,1553,1553,1549,3.21,2277.67,59.94,5.32,"15854286.13",296.28,NA
"3180",6,0.026,0.738,0.023,32.08695652,26.82423957,1508,54,1562,1562,1562,3.07,2274.7,59.85,5.84,"18173889.77",316.17,"102.9869707"
"3181",10,0.023,0.754,0.022,34.27272727,27.78715793,1508,57,1565,1565,1565,3.19,2268.86,60.08,5.4,"16130954.48",315.84,"99.00940439"
"3182",9,0.014,0.75,0.019,39.47368421,31.21470086,1508,40,1548,1548,1550,3.17,2266.62,60.23,5.73,"17207721.43",315.63,"99.56782334"
"3183",2,0.024,0.749,0.028,26.75,22.94811947,1508,188,1696,1696,1525,3.15,2274.82,59.88,5.25,"15923740",307.42,NA
"3184",8,0.016,0.725,0.02,36.25,29.96988564,1508,46,1554,1554,1554,3.04,2273.07,59.97,5.69,"17869021.99",450.05,NA
"3185",12,0.018,0.75,0.02,37.5,29.96988564,1508,79,1587,1587,1585,2.31,2267.37,59.63,0.02,"82449.81818",277.06,"119.9393939"
"3186",9,0.032,0.765,0.026,29.42307692,24.33786233,1508,54,1562,1562,1552,3.16,2275.85,60.2,5.63,"17029983.89",298.12,NA
"3187",9,0.017,0.741,0.025,29.64,25.10710746,1508,51,1559,1559,1559,2.99,2271.63,59.63,5.36,"17103322.6",268.43,NA
"3188",4,0.016,0.77,0.016,48.125,35.77449321,1508,40,1548,1548,1544,3.25,2273.78,60.17,5.36,"15749949.34",293.8,NA
"3189",4,0.023,0.777,0.028,27.75,22.94811947,1508,32,NA,1540,1540,3.01,2276.67,60.16,5.11,"16233186.56",265.76,NA
"3190",7,0.029,0.725,0.022,32.95454545,27.78715793,1508,68,NA,1576,1576,2.41,2267.64,59.4,0.19,"750861.7095",278.29,"115.473029"
"3191",11,0.02,0.74,0.023,32.17391304,26.82423957,1508,41,1549,1549,1549,3.06,2262.75,60.29,5.09,"15808192.65",313.2,NA
"3192",11,0.015,0.75,0.022,34.09090909,27.78715793,1508,46,1554,1554,1554,2.83,2264.71,59.76,4.76,"15998615.66",287.3,NA
"3193",8,0.015,0.785,0.027,29.07407407,23.61991192,1508,36,1544,1544,1544,3.16,2262.24,59.99,5.55,"16687599.49",303.27,"95.97151899"
"3194",12,0.021,0.791,0.023,34.39130435,26.82423957,1508,69,1577,1577,1581,2.27,2264.85,59.65,0.24,"1005713.128",272.04,"119.8414097"
"3195",13,0.029,0.732,0.031,23.61290323,21.1678094,1508,52,1560,1560,1560,2.58,2270.73,60.14,5.58,"20626677.63",316.1,"122.5193798"
"3196",10,0.02,0.729,0.02,36.45,29.96988564,1508,26,1534,1534,1536,2.53,2269.08,60.17,0.02,"75337.04348",302.1,"119.4071146"
"3197",9,0.021,0.743,0.021,35.38095238,28.83191546,1508,75,1583,1583,1583,3.01,2259.36,59.93,5.87,NA,270.52,"89.87375415"
"3198",4,0.023,0.737,0.024,30.70833333,25.93359266,1508,52,1560,1560,1560,3.24,2264.77,59.91,0.01,"29358.12963",272.36,NA
"3199",2,0.022,0.725,0.03,24.16666667,21.72572514,1508,38,1546,1546,1546,3.15,2264.98,59.84,4.96,"14979067.73",503.57,NA
"3200",8,0.02,0.714,0.023,31.04347826,26.82423957,1508,27,NA,1535,1535,2.43,2268.26,60.07,4.37,"17132363.8",276.24,"113.6790123"
"3201",10,0.015,0.758,0.031,24.4516129,21.1678094,1508,48,1556,1556,1543,2.9,2267.6,59.95,4.65,"15271113.1",298.09,NA
"3202",3,0.024,0.73,0.022,33.18181818,27.78715793,1508,34,1542,1542,1555,2.93,2264.04,59.69,4.6,"14928755.22",318.98,NA
"3203",3,0.023,0.709,0.028,25.32142857,22.94811947,1508,32,1540,1540,1540,2.96,2263.55,60.17,4.83,"15512964.63",306.99,NA
"3204",8,0.018,0.711,0.026,27.34615385,24.33786233,1508,30,1538,1538,1541,3.19,2266.01,60.19,4.9,"14618961.07",288.74,NA
"3205",7,0.022,0.732,0.029,25.24137931,22.31802259,1508,28,NA,1536,1536,3.26,2261.79,60.21,4.26,"12413480.58",306.24,NA
"3206",5,0.028,0.83,0.021,39.52380952,28.83191546,1508,32,1540,1540,1550,2.42,2264.94,60.04,4.03,"15841477.04",289.77,"119.7396694"
"3207",6,0.023,0.738,0.033,22.36363636,20.1434254,1508,35,NA,1543,1543,2.96,2261.88,59.81,4.72,"15148482.81",150.03,NA
"3208",5,0.022,0.749,0.021,35.66666667,28.83191546,1508,31,1539,1539,1543,2.8,2264.89,59.86,5.24,"17802035.4",243.2,NA
"3209",6,0.023,0.723,0.031,23.32258065,21.1678094,1508,45,1553,1553,1543,3.14,2264.58,60.31,5.71,"17295910.05",449.85,NA
"3210",8,0.018,0.755,0.018,41.94444444,32.58285073,1508,84,NA,1592,1592,2.37,2268.42,59.49,0.03,"120599.5443",304.65,"128.5443038"
"3211",7,0.014,0.775,0.016,48.4375,35.77449321,1508,46,1554,1554,1552,2.93,2268.16,59.98,4.85,"15768743.75",316.03,"107.8600683"
"3212",3,0.033,1.09,0.024,45.41666667,25.93359266,1506,136,NA,1642,1642,2.87,2269.42,60.2,0.01,"33211.02439",305.63,"106.4912892"
"3213",3,0.018,1.054,0.026,40.53846154,24.33786233,1506,53,1559,1559,1559,3.04,2266.55,59.83,0.01,"31314.17763",296.05,"97.38486842"
"3214",11,0.026,0.7,0.022,31.81818182,27.78715793,1508,64,NA,1572,1572,2.28,2265.28,59.5,0.08,"333830.7368",277.55,"121.7324561"
"3215",9,0.026,1.019,0.022,46.31818182,27.78715793,1506,43,1549,1549,1691,2.87,2263.34,60.16,5.57,"18448981.17",265.97,NA
"3216",8,0.016,1.019,0.016,63.6875,35.77449321,1506,44,1550,1550,1556,2.85,2267.96,60.05,5.21,"17413158.15",444.85,NA
"3217",6,0.017,1.086,0.014,77.57142857,39.77262916,1506,53,NA,1559,1559,2.95,2263.36,60.01,5.3,"17078777.49",449.96,NA
"3218",9,0.024,1.055,0.017,62.05882353,34.09448306,1506,81,NA,1587,1587,2.34,2267.26,59.56,0.48,"1953331.692",279.61,"119.491453"
"3219",10,0.021,1.03,0.025,41.2,25.10710746,1506,42,NA,1548,1548,3.49,2263.76,60.2,4.8,"13076619.37",319.2,NA
"3220",12,0.038,1.054,0.017,62,34.09448306,1506,38,NA,1544,1544,2.89,2260.62,60.09,5.8,"19054914.6",302.96,NA
"3221",8,0.019,1.036,0.017,60.94117647,34.09448306,1506,42,1548,1548,1543,2.64,2264.94,60.35,5.05,"18196733.86",308.82,"116.9772727"
"3222",11,0.023,1.09,0.027,40.37037037,23.61991192,1506,43,1549,1549,1535,3.04,2260.88,60.06,4.98,"15555449.37",315.96,"103.9342105"
"3223",8,0.019,1.021,0.016,63.8125,35.77449321,1506,77,1583,1583,1583,2.28,2269.75,59.51,0.22,"919846.0526",267.15,"117.1710526"
"3224",10,0.02,1.059,0.037,28.62162162,18.39547627,1506,34,1540,1540,1542,2.89,2265.84,59.76,5.01,"16497510.48",278.14,NA
"3225",6,0.026,1.033,0.027,38.25925926,23.61991192,1506,36,1542,1542,1540,3.25,2268.7,60.02,4.85,"14219513.54",317.91,NA
"3226",8,0.025,1.042,0.028,37.21428571,22.94811947,1506,46,1552,1552,1552,3,2267.69,60.11,4.98,"15810334.68",181.03,NA
"3227",12,0.024,1.031,0.028,36.82142857,22.94811947,1506,46,NA,1552,1552,2.93,2269.88,59.76,5.35,"17407578.02",296.64,NA
"3228",9,0.024,0.748,0.028,26.71428571,22.94811947,1508,66,1574,1574,1579,2.33,2270.1,59.53,0.38,"1554969.785",277.6,"119.1416309"
"3229",10,0.025,0.723,0.024,30.125,25.93359266,1508,42,1550,1550,1552,2.61,2268.6,59.89,4.9,"17888041.38",311.08,"119.1877395"
"3230",7,0.019,0.759,0.025,30.36,25.10710746,1508,29,NA,1537,1537,3.07,2268.89,59.92,4.8,"14899290.68",449.85,NA
"3231",7,0.024,0.725,0.023,31.52173913,26.82423957,1508,36,1544,1544,1544,3.13,2267.65,60.01,4.61,"14027552.49",317.51,NA
"3232",9,0.015,0.71,0.017,41.76470588,34.09448306,1508,62,1570,1570,1582,2.27,2266.69,59.77,1.31,"5493977.26",267.7,"117.9295154"
"3233",12,0.02,0.731,0.026,28.11538462,24.33786233,1508,38,1546,1546,1546,2.33,2267.32,59.96,4.59,"18759396.98",317.57,"136.2961373"
"3234",11,0.02,0.72,0.022,32.72727273,27.78715793,1508,48,1556,1556,1556,2.86,2267.76,60.18,4.71,"15685604.31",284.03,"99.31118881"
"3235",5,0.019,0.798,0.024,33.25,25.93359266,1508,42,1550,1550,1550,2.95,2266.07,59.93,5.15,"16615286.14",299.35,NA
"3236",7,0.024,0.751,0.02,37.55,29.96988564,1508,46,1554,1554,1548,2.91,2264.98,60.06,4.75,"15527955.67",313.4,"107.6975945"
"3237",3,0.019,0.73,0.021,34.76190476,28.83191546,1508,42,1550,1550,1550,2.79,2268.8,60.15,4.28,"14617902.8",303.98,NA
"3238",13,0.03,0.755,0.027,27.96296296,23.61991192,1508,64,NA,1572,1572,2.26,2269.09,59.59,0.47,"1981939.673",269.85,"119.4026549"
"3239",6,0.025,0.755,0.035,21.57142857,19.22466134,1508,42,1550,1550,1537,3.11,2269.72,59.7,4.79,"14682388.09",299.62,"96.34083601"
"3240",11,0.026,0.747,0.023,32.47826087,26.82423957,1508,39,1547,1547,1543,2.41,2266.58,59.9,4.58,"18091258.46",284.22,"117.93361"
"3241",7,0.035,0.737,0.027,27.2962963,23.61991192,1508,20,1528,1528,1517,3,2267.51,59.92,4.1,"13015507.4",311.3,"103.7666667"
"3242",3,0.018,0.75,0.025,30,25.10710746,1508,46,NA,1554,1554,2.93,2268.64,60.03,4.78,"15544442.54",288.3,NA
"3243",9,0.018,0.724,0.031,23.35483871,21.1678094,1508,41,1549,1549,1549,2.98,2268.85,60.08,4.76,"15221090.34",317.42,"106.5167785"
"3244",6,0.016,0.76,0.024,31.66666667,25.93359266,1508,84,NA,1592,1592,2.36,2267.44,59.41,0.21,"847407.661",279.36,"118.3728814"
"3245",10,0.023,0.765,0.02,38.25,29.96988564,1508,37,NA,1545,1545,2.95,2268.08,60.03,5.26,"16985228.26",270.64,NA
"3246",7,0.025,0.789,0.018,43.83333333,32.58285073,1508,39,1547,1547,1547,3.24,2268.23,60.08,5.46,"16054027.89",292.19,NA
"3247",11,0.024,0.731,0.023,31.7826087,26.82423957,1508,30,NA,1538,1538,2.97,2266.98,60.15,4.87,"15612393.58",304.73,NA
"3248",11,0.024,0.76,0.016,47.5,35.77449321,1508,31,1539,1539,1541,3.23,2265.3,60.01,5.51,"16230208.24",266.45,NA
"3249",6,0.026,0.718,0.018,39.88888889,32.58285073,1508,32,1540,1540,1543,2.74,2267.66,59.72,5.14,"17866512.44",287.38,NA
"3250",12,0.015,0.737,0.026,28.34615385,24.33786233,1508,40,NA,1548,1548,3.15,2263.89,59.84,4.59,"13855006.8",297.62,NA
"3251",11,0.02,0.725,0.023,31.52173913,26.82423957,1508,42,1550,1550,1550,3.05,2266.62,59.98,5.2,"16230485.51",258.35,NA
"3252",13,0.024,0.763,0.028,27.25,22.94811947,1508,63,1571,1571,1571,2.31,2268.98,59.58,0.21,"866337.8182",278.66,"120.6320346"
"3253",9,0.029,0.76,0.027,28.14814815,23.61991192,1508,45,1553,1553,1553,2.87,2271.49,60.32,4.68,"15556936.39",307.45,NA
"3254",8,0.033,0.742,0.028,26.5,22.94811947,1508,31,NA,1539,1539,2.35,2272.9,60.04,3.78,"15355132.09",286.75,"122.0212766"
"3255",8,0.022,0.732,0.024,30.5,25.93359266,1508,57,1565,1565,1565,2.44,2271.6,60.11,3.61,"14115573.44",295.83,"121.2418033"
"3256",14,0.026,0.749,0.03,24.96666667,21.72572514,1508,41,1549,1549,1549,3.23,2268.88,59.99,4.79,"14131680.45",229.82,NA
"3257",13,0.036,0.751,0.024,31.29166667,25.93359266,1508,65,1573,1573,1579,2.36,2248.89,59.49,0.01,"40022.61864",277.75,"117.690678"
"3258",15,0.024,1,0.029,34.48275862,22.31802259,1506,43,1549,1549,1549,3.28,2248.95,59.85,4.74,"13650029.45",199.99,NA
"3259",11,0.025,0.741,0.037,20.02702703,18.39547627,1508,40,1548,1548,1548,2.54,2244.09,59.95,4.81,"17848467",303.01,"119.2952756"
"3260",6,0.019,1.076,0.029,37.10344828,22.31802259,1506,46,NA,1552,1552,2.95,2242.62,60.06,4.73,"15102335.23",301.24,NA
"3261",14,0.034,0.74,0.028,26.42857143,22.94811947,1508,39,1547,1547,1538,2.92,2242.48,59.96,4.95,"15966150.41",204.73,NA
"3262",10,0.024,0.729,0.022,33.13636364,27.78715793,1508,63,1571,1571,1562,2.39,2247.02,59.55,0.05,"197436.9038",281.09,"117.6108787"
"3263",9,0.018,0.79,0.029,27.24137931,22.31802259,1508,37,1545,1545,1515,3.13,2248.76,60.07,4.66,"14061575.31",287.95,NA
"3264",9,0.032,0.747,0.019,39.31578947,31.21470086,1508,47,1555,1555,1557,2.97,2244.48,59.93,4.76,"15108297.7",299.27,NA
"3265",3,0.029,1.043,0.028,37.25,22.94811947,1506,44,NA,1550,1550,3.29,2245.25,60.33,5.58,"15993823.4",301.35,NA
"3266",10,0.015,0.742,0.018,41.22222222,32.58285073,1508,32,1540,1540,1548,2.63,2244.24,60.01,4.63,"16593722.83",312.48,"118.8136882"
"3267",7,0.023,0.73,0.022,33.18181818,27.78715793,1508,51,1559,1559,1559,2.35,2249.03,59.75,0.16,"643126.8766",278.17,"118.3702128"
"3268",17,0.022,0.72,0.023,31.30434783,26.82423957,1508,24,1532,1532,1549,2.72,2248.28,60.06,4.78,"16594290.18",281.45,"103.4742647"
"3269",10,0.022,1.02,0.018,56.66666667,32.58285073,1506,50,NA,1556,1556,2.91,2246.44,59.96,5.12,"16600496.82",307.42,NA
"3270",8,0.021,0.72,0.024,30,25.93359266,1506,30,1536,1536,1543,2.94,2249.27,59.98,4.64,"14909446.86",298.09,"101.3911565"
"3271",7,0.027,1.05,0.03,35,21.72572514,1506,51,1557,1557,1557,2.94,2247.2,60.13,5.26,"16886102.86",274.33,NA
"3272",6,0.027,1.043,0.029,35.96551724,22.31802259,1506,40,1546,1546,1546,2.81,2246.71,60.01,4.86,"16320229.37",297.86,NA
"3273",5,0.024,1.008,0.021,48,28.83191546,1506,51,1557,1557,1554,2.57,2250.13,59.79,4.5,"16547648.64",180.67,NA
"3274",8,0.018,1.06,0.018,58.88888889,32.58285073,1506,32,1538,1538,1532,2.97,2251.17,59.91,5.06,"16108372",188.11,NA
"3275",1,0.038,1.035,0.018,57.5,32.58285073,1506,49,1555,1555,1555,2.91,2252.72,60.02,5.02,"16321769.24",317.46,"109.0927835"
"3276",2,0.022,1.036,0.02,51.8,29.96988564,1506,45,1551,1551,1551,2.69,2251.93,60.09,4.61,"16208873.11",284.31,"105.6914498"
"3277",8,0.018,1.05,0.017,61.76470588,34.09448306,1506,46,NA,1552,1552,2.58,2251.35,60.01,5.07,"18581491.05",272.57,"105.6472868"
"3278",9,0.028,1.035,0.02,51.75,29.96988564,1506,37,1543,1543,1550,2.6,2250.47,59.97,5.6,"20358097.85",223.01,NA
"3279",9,0.032,1.05,0.023,45.65217391,26.82423957,1506,53,1559,1559,1703,2.83,2254.38,60.02,5.25,"17565045.58",264.92,NA
"3280",9,0.035,0.75,0.025,30,25.10710746,1508,54,1562,1562,1568,2.3,2252.91,59.75,0.04,"164560.3826",275.09,"119.6043478"
"3281",9,0.026,1.1,0.023,47.82608696,26.82423957,1506,58,1564,1564,1550,2.87,2250.59,59.87,4.85,"15973699.76",267.61,NA
"3282",9,0.023,1.02,0.02,51,29.96988564,1506,51,NA,1557,1557,2.83,2248.61,60.07,5.8,"19355526.36",241.5,NA
"3283",5,0.028,1.03,0.022,46.81818182,27.78715793,1506,44,1550,1550,1545,2.75,2244.04,60.16,5.58,"19124116.89",310.31,"112.84"
"3284",6,0.021,1.01,0.024,42.08333333,25.93359266,1506,39,1545,1545,1529,2.69,2250.5,60.13,5.64,"19817785.87",318.39,"118.3605948"
"3285",11,0.016,0.732,0.014,52.28571429,39.77262916,1508,130,1638,1638,1570,2.27,2252.14,59.42,0.25,"1041738.767",268.83,"118.4273128"
"3286",13,0.03,0.72,0.02,36,29.96988564,1508,38,NA,1546,1546,3.27,2246.99,60.01,6.05,"17460555.32",316.22,"96.70336391"
"3287",15,0.021,0.75,0.026,28.84615385,24.33786233,1508,41,1549,1549,1549,2.82,2249.94,60.01,5.62,"18832476.51",295.74,NA
"3288",8,0.028,1.044,0.015,69.6,37.65403131,1506,65,1571,1571,1571,2.29,2255.91,59.84,0.08,"330998.1485",281.89,"123.0960699"
"3289",10,0.026,0.72,0.022,32.72727273,27.78715793,1508,144,1652,1652,1565,3.16,2254.46,60.16,5.69,"17049710.47",319.42,NA
"3290",15,0.038,1,0.024,41.66666667,25.93359266,1506,53,1559,1559,1547,2.08,2250.76,60.06,4.95,"22496779.04",251.53,"120.9278846"
"3291",9,0.017,1.032,0.017,60.70588235,34.09448306,1506,58,NA,1564,1564,3.22,2251.56,59.9,5.24,"15388923.13",298.85,NA
"3292",14,0.029,0.7,0.029,24.13793103,22.31802259,1508,55,1563,1563,1550,2.61,2251.5,59.94,5.44,"19709682.76",319.3,"122.3371648"
"3293",4,0.023,0.77,0.019,40.52631579,31.21470086,1508,193,1701,1701,1588,2.19,2249.69,59.53,0.13,"560881.6164",266.63,"121.7488584"
"3294",10,0.02,0.78,0.025,31.2,25.10710746,1508,24,1532,1532,1531,2.65,2250.27,60.33,4.53,"16156089.44",301.39,NA
"3295",7,0.027,0.72,0.024,30,25.93359266,1508,48,1556,1556,1556,2.98,2250.08,59.94,4.35,"13794953.56",319.71,NA
"3296",2,0.024,0.742,0.024,30.91666667,25.93359266,1508,28,NA,1536,1536,2.85,2251.81,59.79,5.18,"17189606.44",293.71,NA
"3297",11,0.014,0.75,0.023,32.60869565,26.82423957,1508,76,1584,1584,1588,2.29,2246.59,59.49,0.02,"82407.66812",271.23,"118.441048"
"3298",9,0.019,0.74,0.027,27.40740741,23.61991192,1508,54,1562,1562,1583,2.24,2252.81,59.14,0.01,"42240.1875",268.22,"119.7410714"
"3299",15,0.035,0.746,0.023,32.43478261,26.82423957,1508,38,NA,1546,1546,2.58,2252.29,59.75,4.87,"17855945.6",304.75,"118.120155"
"3300",6,0.024,1.032,0.02,51.6,29.96988564,1506,53,1559,1559,1559,2.91,2252.05,60.08,4.87,"15829357.63",246.81,NA
"3301",11,0.022,1.04,0.024,43.33333333,25.93359266,1506,49,1555,1555,1544,2.97,2250.68,60.08,5.73,"18237328.24",262.88,NA
"3302",8,0.021,1.02,0.025,40.8,25.10710746,1506,36,1542,1542,1533,2.83,2252.21,59.98,5.54,"18517463.7",295.78,NA
"3303",10,0.021,1.03,0.023,44.7826087,26.82423957,1506,44,1550,1550,1550,2.85,2251.89,60.08,5.72,"18982247.49",301.8,NA
"3304",9,0.018,1.051,0.019,55.31578947,31.21470086,1506,51,1557,1557,1557,2.82,2244.33,59.99,5.6,"18718667.23",289.33,NA
"3305",11,0.029,1.066,0.025,42.64,25.10710746,1506,45,1551,1551,1551,3.13,2244.55,60,5.81,"17498884.7",317.8,NA
"3306",15,0.023,1.04,0.015,69.33333333,37.65403131,1506,41,1547,1547,1538,2.38,2246.67,60.09,5.04,"19982147.29",284.48,"119.5294118"
"3307",8,0.021,0.72,0.021,34.28571429,28.83191546,1508,74,NA,1582,1582,2.43,2254.36,59.76,0.03,"116892.7407",272.7,"112.2222222"
"3308",12,0.023,1.05,0.02,52.5,29.96988564,1506,77,1583,1583,1587,2.34,2250.73,59.57,0.23,"929147.5128",280.27,"119.7735043"
"3309",13,0.013,0.965,0.02,48.25,29.96988564,1508,21,1529,1529,1531,2.88,2249.28,60.18,0.01,"32802",307.82,"106.8819444"
"3310",5,0.018,1.037,0.02,51.85,29.96988564,1506,45,NA,1551,1551,2.66,2251.05,60.11,5.51,"19584135",256.45,NA
"3311",15,0.025,0.785,0.023,34.13043478,26.82423957,1508,63,1571,1571,1543,2.5,2245.04,60.11,5.6,"21121336.32",288.5,"115.4"
"3312",7,0.025,0.87,0.025,34.8,25.10710746,1508,25,1533,1533,1523,3.01,2250.4,59.87,5.68,"17835728.37",450,NA
"3313",7,0.033,0.747,0.022,33.95454545,27.78715793,1508,63,1571,1571,1564,3.08,2255.43,59.42,0.48,"1476281.455",282,"91.55844156"
"3314",8,0.016,1.08,0.013,83.07692308,42.18126779,1506,46,1552,1552,1550,2.92,2246.56,60.09,5.52,"17837070.9",318.15,"108.9554795"
"3315",6,0.023,1.025,0.017,60.29411765,34.09448306,1506,49,1555,1555,1555,2.81,2247.65,60.27,5.44,"18275554.16",298.43,"106.202847"
"3316",8,0.021,1.134,0.019,59.68421053,31.21470086,1506,40,1546,1546,1544,2.84,2249.77,60.15,5.08,"16901793.21",304.09,"107.0739437"
"3317",4,0.019,1.052,0.024,43.83333333,25.93359266,1506,44,NA,1550,1550,2.85,2247.41,60.17,5.45,"18050250.84",311,"109.122807"
"3318",7,0.017,0.79,0.023,34.34782609,26.82423957,1508,35,NA,1543,1543,2.9,2250.71,59.88,5.68,"18514806.12",180.96,NA
"3319",12,0.019,1.02,0.019,53.68421053,31.21470086,1506,63,1569,1569,1563,2.31,2313.86,59.65,0.12,"504842.1818",278.77,"120.6796537"
"3320",9,0.02,0.73,0.018,40.55555556,32.58285073,1508,48,1556,1556,1556,3.15,2325.43,59.84,5.48,"16991141.87",188.51,NA
"3321",10,0.03,0.79,0.025,31.6,25.10710746,1508,42,1550,1550,1550,2.92,2316.08,59.96,5.39,"17955965.42",281.2,"96.30136986"
"3322",4,0.019,0.753,0.029,25.96551724,22.31802259,1508,39,1547,1547,1550,2.96,2326.88,60.04,5.52,"18225130.38",293.15,"99.03716216"
"3323",10,0.022,0.763,0.025,30.52,25.10710746,1508,49,1557,1557,1557,2.78,2319.71,59.95,5.47,"19170150.19",315.07,NA
"3324",8,0.031,0.749,0.028,26.75,22.94811947,1508,51,1559,1559,1559,3,2326.08,59.58,5.65,"18399292.8",292.46,NA
"3325",13,0.022,0.72,0.022,32.72727273,27.78715793,1508,74,NA,1582,1582,2.34,2324.28,59.62,0.32,"1334971.077",278.23,"118.9017094"
"3326",11,0.031,0.725,0.032,22.65625,20.64126415,1508,44,1552,1552,1552,3.08,2324.39,60.14,5.77,"18288723.14",189.22,NA
