GROUP,DD,GRADE,SEQNO,P,Mn,S,Mn/S,Mn/S(critical- theoretical),START_TEMP,FINISH_TEMP,CS,Mould cooling water Flowrate,Mould Level,MCW Delta Temp,Sec  Cooling Zone flow rate
2,11,980,S20,0.019,0.792,0.030,26.40000000,21.72572514,1553,1544,2.65,2318.66,60.20,6.11,312.31
2,6,980,S25,0.017,0.800,0.021,38.09523810,28.83191546,1556,1556,2.89,2320.62,59.84,6.14,0.00
2,9,980,S30,0.021,0.730,0.020,36.50000000,29.96988564,1541,1543,3.03,2319.83,60.17,6.27,0.00
2,9,976,M,0.020,1.006,0.019,52.94736842,31.21470086,1566,1569,2.33,2320.30,59.60,0.40,276.81
2,9,980,S05,0.020,0.730,0.030,24.33333333,21.72572514,1537,1552,3.21,2320.30,60.23,5.72,0.00
2,7,980,S10,0.031,0.730,0.036,20.27777778,18.79974161,1548,1549,3.13,2314.33,59.99,5.67,0.00
2,8,980,S15,0.021,0.720,0.025,28.80000000,25.10710746,1540,1541,2.92,2321.45,59.81,5.84,0.00
2,6,980,S20,0.024,0.722,0.024,30.08333333,25.93359266,0,1552,3.19,2316.95,59.98,5.52,0.00
2,7,980,S25,0.027,0.742,0.025,29.68000000,25.10710746,1547,1547,3.10,2322.44,60.00,5.47,0.00
2,5,980,S35,0.017,0.795,0.013,61.15384615,42.18126779,0,0,2.99,2321.15,59.83,0.01,311.82
2,8,980,S30,0.018,0.739,0.015,49.26666667,37.65403131,1553,1558,3.21,2323.26,59.86,5.91,0.00
2,7,976,M,0.014,1.023,0.016,63.93750000,35.77449321,1568,1568,2.26,2321.55,59.57,0.06,270.97
2,7,980,S10,0.019,0.760,0.025,30.40000000,25.10710746,0,1551,2.65,2317.49,60.14,5.74,317.32
2,9,980,S15,0.026,0.720,0.026,27.69230769,24.33786233,1543,1542,2.85,2322.68,60.14,5.43,0.00
2,10,980,S20,0.034,0.725,0.026,27.88461538,24.33786233,0,1546,2.77,2318.18,59.75,5.69,0.00
2,12,980,S25,0.000,0.000,0.000,#DIV/0!,#DIV/0!,0,1557,2.94,2324.00,60.02,5.66,0.00
2,14,980,S30,0.018,0.715,0.020,35.75000000,29.96988564,1546,1546,2.86,2320.01,59.82,5.31,0.00
2,8,980,S35,0.022,0.736,0.014,52.57142857,39.77262916,1560,1560,3.24,2319.69,59.85,5.68,315.68
2,9,980,M,0.029,0.763,0.021,36.33333333,28.83191546,0,0,2.30,2321.59,59.43,0.28,281.34
2,8,980,S05,0.022,0.753,0.022,34.22727273,27.78715793,0,1555,3.20,2323.72,59.97,5.65,0.00
2,6,980,S10,0.024,0.740,0.029,25.51724138,22.31802259,0,1540,3.09,2321.39,59.87,5.43,0.00
2,8,980,S20,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1543,1543,3.03,2323.69,59.95,5.96,0.00
2,11,980,S25,0.026,0.762,0.025,30.48000000,25.10710746,0,0,3.24,2318.60,59.81,6.41,0.00
2,10,980,M,0.031,0.760,0.026,29.23076923,24.33786233,1572,1572,2.33,2283.78,59.46,0.06,278.46
2,8,980,S05,0.016,0.735,0.027,27.22222222,23.61991192,1544,1544,2.83,2279.49,60.24,5.77,318.04
2,6,980,S10,0.027,0.743,0.027,27.51851852,23.61991192,1543,1543,2.79,2278.11,60.04,5.97,0.00
2,9,980,M,0.021,0.743,0.021,35.38095238,28.83191546,1571,1590,2.60,2301.69,60.03,0.00,277.29
2,8,980,S05,0.029,0.740,0.028,26.42857143,22.94811947,0,1554,2.92,2272.61,60.04,5.38,310.50
2,5,980,S10,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1703,1525,2.83,2272.50,59.96,4.80,296.67
2,5,980,S15,0.014,0.745,0.027,27.59259259,23.61991192,1575,1564,2.88,2277.98,60.04,5.62,298.20
2,4,909,S20,0.029,1.058,0.022,48.09090909,27.78715793,1553,1553,2.94,2279.79,60.03,6.12,0.00
2,2,909,S25,0.015,1.056,0.021,50.28571429,28.83191546,1539,1539,2.80,2273.86,60.02,5.99,312.53
2,5,909,M,0.024,1.025,0.028,36.60714286,22.94811947,1573,1572,2.30,2275.89,59.50,1.08,275.12
2,8,909,S05,0.022,1.021,0.025,40.84000000,25.10710746,1538,1544,3.18,2277.93,59.79,5.18,0.00
2,2,976,S10,0.018,1.010,0.020,50.50000000,29.96988564,1563,1563,2.98,2279.67,59.99,4.84,0.00
2,6,909,S21,0.022,1.021,0.021,48.61904762,28.83191546,1559,1549,3.36,2272.51,60.17,6.08,0.00
2,9,980,S26,0.021,0.759,0.015,50.60000000,37.65403131,0,1533,3.29,2276.47,60.27,5.74,0.00
2,7,980,M,0.018,0.740,0.030,24.66666667,21.72572514,1557,1570,2.27,2277.28,59.31,0.35,262.62
2,13,909,S05,0.016,1.083,0.016,67.68750000,35.77449321,1544,1544,2.96,2275.99,59.96,6.00,0.00
2,6,909,S10,0.019,1.046,0.032,32.68750000,20.64126415,0,1537,2.77,2279.81,59.97,4.84,316.77
2,9,909,S15,0.018,1.041,0.022,47.31818182,27.78715793,1540,1546,2.70,2276.49,60.13,5.63,307.41
2,9,980,S20,0.018,0.777,0.027,28.77777778,23.61991192,1552,1552,2.95,2278.39,60.06,5.46,0.00
2,5,980,S30,0.021,0.744,0.032,23.25000000,20.64126415,1545,1545,2.53,2275.92,60.19,5.03,296.57
2,11,976,M,0.021,1.100,0.022,50.00000000,27.78715793,1569,1557,2.25,2281.82,59.41,0.22,274.45
2,8,980,S05,0.018,0.740,0.027,27.40740741,23.61991192,1553,1540,3.24,2275.55,59.76,5.20,0.00
2,7,909,S10,0.024,1.027,0.026,39.50000000,24.33786233,1540,1543,2.86,2274.89,59.72,5.16,0.00
2,6,909,S15,0.020,1.030,0.027,38.14814815,23.61991192,1544,1554,2.69,2278.35,60.22,5.57,0.00
2,4,980,S20,0.020,0.741,0.029,25.55172414,22.31802259,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2,0,909,S24,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1538,1539,3.28,2274.08,59.97,5.76,0.00
2,8,909,S25,0.030,1.038,0.024,43.25000000,25.93359266,1549,1691,3.25,2275.68,59.71,6.14,0.00
2,8,909,S30,0.019,1.050,0.027,38.88888889,23.61991192,1703,1552,3.23,2274.33,60.15,5.94,312.66
2,11,980,M,0.037,0.739,0.028,26.39285714,22.94811947,0,1587,2.56,2274.72,59.84,0.14,287.84
2,6,909,S10,0.020,1.030,0.020,51.50000000,29.96988564,1537,1537,2.95,2274.23,60.19,5.48,0.00
2,6,980,S15,0.018,0.762,0.028,27.21428571,22.94811947,0,1534,2.82,2276.16,59.82,5.31,314.77
2,8,980,S25,0.022,0.737,0.020,36.85000000,29.96988564,1542,1698,2.91,2273.09,59.91,5.69,0.00
2,9,980,S30,0.022,0.787,0.029,27.13793103,22.31802259,1545,1545,2.90,2275.32,60.12,5.69,0.00
2,4,980,S35,0.021,0.728,0.023,31.65217391,26.82423957,1557,1557,2.85,2277.15,59.87,5.47,0.00
2,10,980,M,0.024,0.733,0.025,29.32000000,25.10710746,1574,1576,2.30,2278.82,59.78,0.36,267.96
2,8,980,S05,0.017,0.728,0.030,24.26666667,21.72572514,1531,1531,3.19,2275.30,60.30,4.93,316.38
2,9,980,S10,0.020,0.770,0.017,45.29411765,34.09448306,1553,1553,3.16,2270.70,59.97,5.68,315.00
2,8,980,S15,0.020,0.770,0.018,42.77777778,32.58285073,0,1539,3.15,2273.83,59.85,5.02,315.12
2,8,980,M,0.020,0.734,0.022,33.36363636,27.78715793,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2,6,980,S05,0.020,0.734,0.028,26.21428571,22.94811947,1553,1549,3.21,2277.67,59.94,5.32,0.00
2,6,980,S09,0.026,0.738,0.023,32.08695652,26.82423957,1562,1562,3.07,2274.70,59.85,5.84,316.17
2,10,980,S15,0.023,0.754,0.022,34.27272727,27.78715793,1565,1565,3.19,2268.86,60.08,5.40,315.84
2,9,980,S20,0.014,0.750,0.019,39.47368421,31.21470086,1548,1550,3.17,2266.62,60.23,5.73,315.63
2,7,980,S25,0.016,0.721,0.019,37.94736842,31.21470086,0,0,3.14,2274.49,59.74,5.41,312.68
2,2,980,S30,0.024,0.749,0.028,26.75000000,22.94811947,1696,1525,3.15,2274.82,59.88,5.25,0.00
2,8,980,S35,0.016,0.725,0.020,36.25000000,29.96988564,1554,1554,3.04,2273.07,59.97,5.69,0.00
2,12,980,M,0.018,0.750,0.020,37.50000000,29.96988564,1587,1585,2.31,2267.37,59.63,0.02,277.06
2,9,980,S05,0.032,0.765,0.026,29.42307692,24.33786233,1562,1552,3.16,2275.85,60.20,5.63,0.00
2,9,980,S10,0.017,0.741,0.025,29.64000000,25.10710746,1559,1559,2.99,2271.63,59.63,5.36,0.00
2,11,980,S15,0.015,0.730,0.021,34.76190476,28.83191546,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2,4,980,S20,0.016,0.770,0.016,48.12500000,35.77449321,1548,1544,3.25,2273.78,60.17,5.36,0.00
2,4,980,S25,0.023,0.777,0.028,27.75000000,22.94811947,0,1540,3.01,2276.67,60.16,5.11,0.00
2,7,980,S30,0.020,0.743,0.030,24.76666667,21.72572514,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2,0,980,M,0.029,0.725,0.022,32.95454545,27.78715793,0,1576,2.41,2267.64,59.40,0.19,278.29
2,11,980,S10,0.020,0.740,0.023,32.17391304,26.82423957,1549,1549,3.06,2262.75,60.29,5.09,0.00
2,9,980,S15,0.028,0.765,0.030,25.50000000,21.72572514,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2,9,980,S19,0.024,0.745,0.025,29.80000000,25.10710746,0,0,2.98,2265.81,60.11,4.89,0.00
2,11,980,S25,0.015,0.750,0.022,34.09090909,27.78715793,1554,1554,2.83,2264.71,59.76,4.76,0.00
2,9,980,S30,0.023,0.770,0.024,32.08333333,25.93359266,0,0,3.27,2261.51,60.09,5.30,0.00
2,8,980,S35,0.015,0.785,0.027,29.07407407,23.61991192,1544,1544,3.16,2262.24,59.99,5.55,303.27
2,12,980,M,0.021,0.791,0.023,34.39130435,26.82423957,1577,1581,2.27,2264.85,59.65,0.24,272.04
2,13,980,S05,0.029,0.732,0.031,23.61290323,21.16780940,1560,1560,2.58,2270.73,60.14,5.58,316.10
2,8,980,S10,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1542,1522,2.49,2269.87,59.95,5.02,311.57
2,10,980,S15,0.020,0.729,0.020,36.45000000,29.96988564,1534,1536,2.53,2269.08,60.17,0.02,302.10
2,9,980,M,0.021,0.743,0.021,35.38095238,28.83191546,1583,1583,3.01,2259.36,59.93,0.00,270.52
2,4,980,S05,0.023,0.737,0.024,30.70833333,25.93359266,1560,1560,3.24,2264.77,59.91,0.01,0.00
2,2,980,S09,0.022,0.725,0.030,24.16666667,21.72572514,1546,1546,3.15,2264.98,59.84,4.96,0.00
2,8,980,S14,0.020,0.714,0.023,31.04347826,26.82423957,0,1535,2.43,2268.26,60.07,4.37,276.24
2,10,980,S19,0.015,0.758,0.031,24.45161290,21.16780940,1556,1543,2.90,2267.60,59.95,4.65,0.00
2,3,980,S24,0.024,0.730,0.022,33.18181818,27.78715793,1542,1555,2.93,2264.04,59.69,4.60,0.00
2,3,980,S30,0.023,0.709,0.028,25.32142857,22.94811947,1540,1540,2.96,2263.55,60.17,4.83,0.00
2,6,980,M,0.020,0.793,0.015,52.86666667,37.65403131,0,0,2.33,2260.81,59.40,0.68,278.62
2,8,980,S05,0.018,0.711,0.026,27.34615385,24.33786233,1538,1541,3.19,2266.01,60.19,4.90,0.00
2,7,980,S10,0.022,0.732,0.029,25.24137931,22.31802259,0,1536,3.26,2261.79,60.21,4.26,0.00
2,5,980,S15,0.028,0.830,0.021,39.52380952,28.83191546,1540,1550,2.42,2264.94,60.04,4.03,289.77
2,6,980,S20,0.023,0.738,0.033,22.36363636,20.14342540,0,1543,2.96,2261.88,59.81,4.72,0.00
2,5,980,S25,0.022,0.749,0.021,35.66666667,28.83191546,1539,1543,2.80,2264.89,59.86,5.24,0.00
2,6,980,S30,0.023,0.723,0.031,23.32258065,21.16780940,1553,1543,3.14,2264.58,60.31,5.71,0.00
2,8,980,M,0.018,0.755,0.018,41.94444444,32.58285073,0,1592,2.37,2268.42,59.49,0.03,304.65
2,6,980,M,0.027,0.732,0.009,81.33333333,56.47110389,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2,7,980,S05,0.014,0.775,0.016,48.43750000,35.77449321,1554,1552,2.93,2268.16,59.98,4.85,316.03
2,3,909,S25,0.033,1.090,0.024,45.41666667,25.93359266,0,1642,2.87,2269.42,60.20,0.01,305.63
2,3,909,S30,0.018,1.054,0.026,40.53846154,24.33786233,1559,1559,3.04,2266.55,59.83,0.01,296.05
2,11,980,M,0.026,0.700,0.022,31.81818182,27.78715793,0,1572,2.28,2265.28,59.50,0.08,277.55
2,9,909,S05,0.026,1.019,0.022,46.31818182,27.78715793,1549,1691,2.87,2263.34,60.16,5.57,0.00
2,8,909,S10,0.016,1.019,0.016,63.68750000,35.77449321,1550,1556,2.85,2267.96,60.05,5.21,0.00
2,7,909,S15,0.031,1.090,0.027,40.37037037,23.61991192,0,0,2.65,2267.52,59.85,5.12,316.99
2,6,909,S25,0.017,1.086,0.014,77.57142857,39.77262916,0,1559,2.95,2263.36,60.01,5.30,0.00
2,5,909,S20,0.028,1.045,0.024,43.54166667,25.93359266,0,0,2.87,2266.43,60.22,5.33,0.00
2,10,909,S30,0.028,1.048,0.010,104.80000000,51.94243253,0,0,2.80,2261.43,59.84,5.23,0.00
2,9,909,M,0.024,1.055,0.017,62.05882353,34.09448306,0,1587,2.34,2267.26,59.56,0.48,279.61
2,10,909,S05,0.021,1.030,0.025,41.20000000,25.10710746,0,1548,3.49,2263.76,60.20,4.80,0.00
2,10,909,S10,0.027,1.051,0.020,52.55000000,29.96988564,0,0,2.46,2263.81,59.88,5.12,0.00
2,12,909,S15,0.038,1.054,0.017,62.00000000,34.09448306,0,1544,2.89,2260.62,60.09,5.80,0.00
2,10,909,S20,0.027,1.041,0.023,45.26086957,26.82423957,0,0,2.61,2262.24,59.99,5.46,316.63
2,8,909,S25,0.019,1.036,0.017,60.94117647,34.09448306,1548,1543,2.64,2264.94,60.35,5.05,308.82
2,11,909,S30,0.023,1.090,0.027,40.37037037,23.61991192,1549,1535,3.04,2260.88,60.06,4.98,315.96
2,8,909,M,0.019,1.021,0.016,63.81250000,35.77449321,1583,1583,2.28,2269.75,59.51,0.22,267.15
2,10,909,S05,0.020,1.059,0.037,28.62162162,18.39547627,1540,1542,2.89,2265.84,59.76,5.01,0.00
2,6,909,S20,0.026,1.033,0.027,38.25925926,23.61991192,1542,1540,3.25,2268.70,60.02,4.85,0.00
2,8,909,S25,0.025,1.042,0.028,37.21428571,22.94811947,1552,1552,3.00,2267.69,60.11,4.98,0.00
2,12,909,S30,0.024,1.031,0.028,36.82142857,22.94811947,0,1552,2.93,2269.88,59.76,5.35,0.00
2,9,980,M,0.024,0.748,0.028,26.71428571,22.94811947,1574,1579,2.33,2270.10,59.53,0.38,277.60
2,10,980,S05,0.025,0.723,0.024,30.12500000,25.93359266,1550,1552,2.61,2268.60,59.89,4.90,311.08
2,7,980,S10,0.019,0.759,0.025,30.36000000,25.10710746,0,1537,3.07,2268.89,59.92,4.80,0.00
2,8,980,S15,0.023,0.721,0.019,37.94736842,31.21470086,0,0,3.01,2270.97,60.07,4.83,0.00
2,8,980,S20,0.034,0.731,0.028,26.10714286,22.94811947,0,0,2.77,2271.75,60.06,4.46,318.87
2,7,980,S30,0.024,0.725,0.023,31.52173913,26.82423957,1544,1544,3.13,2267.65,60.01,4.61,0.00
2,9,980,M,0.015,0.710,0.017,41.76470588,34.09448306,1570,1582,2.27,2266.69,59.77,1.31,267.70
2,12,980,S05,0.020,0.731,0.026,28.11538462,24.33786233,1546,1546,2.33,2267.32,59.96,4.59,317.57
2,11,980,S10,0.020,0.720,0.022,32.72727273,27.78715793,1556,1556,2.86,2267.76,60.18,4.71,284.03
2,5,980,S15,0.019,0.798,0.024,33.25000000,25.93359266,1550,1550,2.95,2266.07,59.93,5.15,0.00
2,7,980,S20,0.024,0.751,0.020,37.55000000,29.96988564,1554,1548,2.91,2264.98,60.06,4.75,313.40
2,3,980,S30,0.019,0.730,0.021,34.76190476,28.83191546,1550,1550,2.79,2268.80,60.15,4.28,0.00
2,13,980,M,0.030,0.755,0.027,27.96296296,23.61991192,0,1572,2.26,2269.09,59.59,0.47,269.85
2,6,980,S05,0.025,0.755,0.035,21.57142857,19.22466134,1550,1537,3.11,2269.72,59.70,4.79,299.62
2,11,980,S10,0.026,0.747,0.023,32.47826087,26.82423957,1547,1543,2.41,2266.58,59.90,4.58,284.22
2,7,980,S15,0.035,0.737,0.027,27.29629630,23.61991192,1528,1517,3.00,2267.51,59.92,4.10,311.30
2,3,980,S20,0.018,0.750,0.025,30.00000000,25.10710746,0,1554,2.93,2268.64,60.03,4.78,0.00
2,5,980,S25,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1551,1553,2.78,2268.32,60.08,5.06,318.79
2,9,980,S30,0.018,0.724,0.031,23.35483871,21.16780940,1549,1549,2.98,2268.85,60.08,4.76,317.42
2,6,980,M,0.016,0.760,0.024,31.66666667,25.93359266,0,1592,2.36,2267.44,59.41,0.21,279.36
2,6,980,S10,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,2.91,2270.14,59.97,0.01,0.00
2,10,980,S15,0.023,0.765,0.020,38.25000000,29.96988564,0,1545,2.95,2268.08,60.03,5.26,0.00
2,12,980,S19,0.021,0.787,0.029,27.13793103,22.31802259,0,0,2.87,2268.13,59.86,5.64,0.00
2,7,980,S25,0.025,0.789,0.018,43.83333333,32.58285073,1547,1547,3.24,2268.23,60.08,5.46,0.00
2,11,980,S30,0.024,0.731,0.023,31.78260870,26.82423957,0,1538,2.97,2266.98,60.15,4.87,0.00
2,14,980,M,0.016,0.741,0.019,39.00000000,31.21470086,0,0,2.31,2268.06,59.47,0.12,269.18
2,11,980,S05,0.024,0.760,0.016,47.50000000,35.77449321,1539,1541,3.23,2265.30,60.01,5.51,0.00
2,6,980,S10,0.026,0.718,0.018,39.88888889,32.58285073,1540,1543,2.74,2267.66,59.72,5.14,0.00
2,12,980,S25,0.015,0.737,0.026,28.34615385,24.33786233,0,1548,3.15,2263.89,59.84,4.59,0.00
2,11,980,S30,0.020,0.725,0.023,31.52173913,26.82423957,1550,1550,3.05,2266.62,59.98,5.20,0.00
2,13,980,M,0.024,0.763,0.028,27.25000000,22.94811947,1571,1571,2.31,2268.98,59.58,0.21,278.66
2,9,980,S05,0.029,0.760,0.027,28.14814815,23.61991192,1553,1553,2.87,2271.49,60.32,4.68,0.00
2,8,980,S10,0.033,0.742,0.028,26.50000000,22.94811947,0,1539,2.35,2272.90,60.04,3.78,286.75
2,8,980,S15,0.022,0.732,0.024,30.50000000,25.93359266,1565,1565,2.44,2271.60,60.11,3.61,295.83
2,7,980,S20,0.000,0.000,0.000,#DIV/0!,#DIV/0!,0,0,3.10,2270.51,59.94,4.60,0.00
2,14,980,S26,0.026,0.749,0.030,24.96666667,21.72572514,1549,1549,3.23,2268.88,59.99,4.79,0.00
2,13,980,M,0.036,0.751,0.024,31.29166667,25.93359266,1573,1579,2.36,2248.89,59.49,0.01,277.75
2,15,909,S05,0.024,1.000,0.029,34.48275862,22.31802259,1549,1549,3.28,2248.95,59.85,4.74,0.00
2,12,909,S10,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1544,1544,3.15,2241.90,59.97,5.07,0.00
2,11,980,S15,0.025,0.741,0.037,20.02702703,18.39547627,1548,1548,2.54,2244.09,59.95,4.81,303.01
2,6,909,S25,0.019,1.076,0.029,37.10344828,22.31802259,0,1552,2.95,2242.62,60.06,4.73,0.00
2,14,980,S30,0.034,0.740,0.028,26.42857143,22.94811947,1547,1538,2.92,2242.48,59.96,4.95,0.00
2,10,980,M,0.024,0.729,0.022,33.13636364,27.78715793,1571,1562,2.39,2247.02,59.55,0.05,281.09
2,9,909,S05,0.021,1.034,0.028,36.92857143,22.94811947,0,0,3.01,2246.36,60.08,4.89,0.00
2,9,980,S10,0.018,0.790,0.029,27.24137931,22.31802259,1545,1515,3.13,2248.76,60.07,4.66,0.00
2,9,980,S15,0.032,0.747,0.019,39.31578947,31.21470086,1555,1557,2.97,2244.48,59.93,4.76,0.00
2,3,909,S20,0.023,1.018,0.022,46.27272727,27.78715793,0,0,2.81,2249.29,60.22,5.08,0.00
2,3,909,S25,0.029,1.043,0.028,37.25000000,22.94811947,0,1550,3.29,2245.25,60.33,5.58,0.00
2,10,980,S30,0.015,0.742,0.018,41.22222222,32.58285073,1540,1548,2.63,2244.24,60.01,4.63,312.48
2,7,980,M,0.023,0.730,0.022,33.18181818,27.78715793,1559,1559,2.35,2249.03,59.75,0.16,278.17
2,0,980,S01,0.022,0.720,0.023,31.30434783,26.82423957,1532,1549,2.72,2248.28,60.06,4.78,281.45
2,10,909,S05,0.022,1.020,0.018,56.66666667,32.58285073,0,1556,2.91,2246.44,59.96,5.12,0.00
2,8,909,S10,0.021,0.720,0.024,30.00000000,25.93359266,1536,1543,2.94,2249.27,59.98,4.64,298.09
2,7,909,S15,0.027,1.050,0.030,35.00000000,21.72572514,1557,1557,2.94,2247.20,60.13,5.26,0.00
2,6,909,S20,0.027,1.043,0.029,35.96551724,22.31802259,1546,1546,2.81,2246.71,60.01,4.86,0.00
2,5,909,S25,0.024,1.008,0.021,48.00000000,28.83191546,1557,1554,2.57,2250.13,59.79,4.50,0.00
2,10,909,M,0.026,1.046,0.017,61.52941176,34.09448306,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2,8,909,S05,0.018,1.060,0.018,58.88888889,32.58285073,1538,1532,2.97,2251.17,59.91,5.06,0.00
2,1,909,S10,0.038,1.035,0.018,57.50000000,32.58285073,1555,1555,2.91,2252.72,60.02,5.02,317.46
2,2,909,S15,0.022,1.036,0.020,51.80000000,29.96988564,1551,1551,2.69,2251.93,60.09,4.61,284.31
2,9,909,S20,0.025,1.090,0.022,49.54545455,27.78715793,0,0,2.63,2249.33,60.16,5.06,283.17
2,8,909,S25,0.018,1.050,0.017,61.76470588,34.09448306,0,1552,2.58,2251.35,60.01,5.07,272.57
2,9,909,S30,0.028,1.035,0.020,51.75000000,29.96988564,1543,1550,2.60,2250.47,59.97,5.60,0.00
2,10,980,M,0.021,0.750,0.018,41.66666667,32.58285073,0,0,2.27,2250.94,59.62,0.21,270.44
2,9,909,S05,0.032,1.050,0.023,45.65217391,26.82423957,1559,1703,2.83,2254.38,60.02,5.25,0.00
2,9,980,M,0.035,0.750,0.025,30.00000000,25.10710746,1562,1568,2.30,2252.91,59.75,0.04,275.09
2,9,909,S05,0.026,1.100,0.023,47.82608696,26.82423957,1564,1550,2.87,2250.59,59.87,4.85,0.00
2,10,909,S10,0.031,1.020,0.031,32.90322581,21.16780940,0,0,2.90,2252.42,59.87,5.15,0.00
2,9,909,S15,0.023,1.020,0.020,51.00000000,29.96988564,0,1557,2.83,2248.61,60.07,5.80,0.00
2,5,909,S20,0.028,1.030,0.022,46.81818182,27.78715793,1550,1545,2.75,2244.04,60.16,5.58,310.31
2,6,909,S25,0.021,1.010,0.024,42.08333333,25.93359266,1545,1529,2.69,2250.50,60.13,5.64,318.39
2,11,980,M,0.016,0.732,0.014,52.28571429,39.77262916,1638,1570,2.27,2252.14,59.42,0.25,268.83
2,13,980,S30,0.030,0.720,0.020,36.00000000,29.96988564,0,1546,3.27,2246.99,60.01,6.05,316.22
2,11,909,S05,0.020,1.045,0.015,69.66666667,37.65403131,0,0,2.71,2253.14,60.09,4.84,314.05
2,15,980,S10,0.021,0.750,0.026,28.84615385,24.33786233,1549,1549,2.82,2249.94,60.01,5.62,0.00
2,8,909,M,0.028,1.044,0.015,69.60000000,37.65403131,1571,1571,2.29,2255.91,59.84,0.08,281.89
2,10,980,S05,0.026,0.720,0.022,32.72727273,27.78715793,1652,1565,3.16,2254.46,60.16,5.69,0.00
2,10,909,S11,0.030,1.020,0.019,53.68421053,31.21470086,0,0,3.03,2250.11,60.32,5.72,0.00
2,15,909,S16,0.038,1.000,0.024,41.66666667,25.93359266,1559,1547,2.08,2250.76,60.06,4.95,251.53
2,9,909,S21,0.017,1.032,0.017,60.70588235,34.09448306,0,1564,3.22,2251.56,59.90,5.24,0.00
2,14,980,S26,0.029,0.700,0.029,24.13793103,22.31802259,1563,1550,2.61,2251.50,59.94,5.44,319.30
2,4,980,M,0.023,0.770,0.019,40.52631579,31.21470086,1701,1588,2.19,2249.69,59.53,0.13,266.63
2,14,980,S05,0.021,0.740,0.025,29.60000000,25.10710746,0,0,2.92,2249.60,60.10,5.10,0.00
2,10,980,S20,0.020,0.780,0.025,31.20000000,25.10710746,1532,1531,2.65,2250.27,60.33,4.53,0.00
2,7,980,S25,0.027,0.720,0.024,30.00000000,25.93359266,1556,1556,2.98,2250.08,59.94,4.35,0.00
2,2,980,S30,0.024,0.742,0.024,30.91666667,25.93359266,0,1536,2.85,2251.81,59.79,5.18,0.00
2,11,980,M,0.014,0.750,0.023,32.60869565,26.82423957,1584,1588,2.29,2246.59,59.49,0.02,271.23
2,9,980,M,0.019,0.740,0.027,27.40740741,23.61991192,1562,1583,2.24,2252.81,59.14,0.01,268.22
2,15,980,S05,0.035,0.746,0.023,32.43478261,26.82423957,0,1546,2.58,2252.29,59.75,4.87,304.75
2,6,909,S10,0.024,1.032,0.020,51.60000000,29.96988564,1559,1559,2.91,2252.05,60.08,4.87,0.00
2,11,909,S15,0.022,1.040,0.024,43.33333333,25.93359266,1555,1544,2.97,2250.68,60.08,5.73,0.00
2,6,909,S20,0.022,1.040,0.022,47.27272727,27.78715793,0,0,2.86,2249.79,59.95,5.66,0.00
2,8,909,S25,0.021,1.020,0.025,40.80000000,25.10710746,1542,1533,2.83,2252.21,59.98,5.54,0.00
2,10,909,S30,0.021,1.030,0.023,44.78260870,26.82423957,1550,1550,2.85,2251.89,60.08,5.72,0.00
2,11,980,M,0.019,0.737,0.018,40.94444444,32.58285073,0,0,2.18,2248.51,59.36,0.22,288.27
2,9,909,S04,0.018,1.051,0.019,55.31578947,31.21470086,1557,1557,2.82,2244.33,59.99,5.60,0.00
2,11,909,S09,0.029,1.066,0.025,42.64000000,25.10710746,1551,1551,3.13,2244.55,60.00,5.81,0.00
2,12,909,S14,0.021,1.022,0.033,30.96969697,20.14342540,0,0,2.97,2248.62,60.14,4.95,0.00
2,15,909,S19,0.023,1.040,0.015,69.33333333,37.65403131,1547,1538,2.38,2246.67,60.09,5.04,284.48
2,14,909,S24,0.021,1.096,0.019,57.68421053,31.21470086,0,0,3.13,2245.89,59.82,4.87,314.08
2,11,909,S30,0.019,1.048,0.020,52.40000000,29.96988564,0,0,2.84,2248.22,60.15,5.48,293.27
2,8,980,M,0.021,0.720,0.021,34.28571429,28.83191546,0,1582,2.43,2254.36,59.76,0.03,272.70
2,12,909,M,0.023,1.050,0.020,52.50000000,29.96988564,1583,1587,2.34,2250.73,59.57,0.23,280.27
2,13,980,S05,0.013,0.965,0.020,48.25000000,29.96988564,1529,1531,2.88,2249.28,60.18,0.01,307.82
2,14,980,S15,0.015,0.755,0.014,53.92857143,39.77262916,0,0,3.07,2249.38,60.02,5.75,318.66
2,5,909,S10,0.018,1.037,0.020,51.85000000,29.96988564,0,1551,2.66,2251.05,60.11,5.51,0.00
2,15,980,S20,0.025,0.785,0.023,34.13043478,26.82423957,1571,1543,2.50,2245.04,60.11,5.60,288.50
2,7,980,S25,0.025,0.870,0.025,34.80000000,25.10710746,1533,1523,3.01,2250.40,59.87,5.68,0.00
