"","dd","p","mn","s","mn_s","mn_s_t","l_temp","s_temp","super_heat","tt","f_temp","cs","mcwf","mould_level","mcwd_temp","new_var","sczfr","m_factor"
"6504",2,0.027,0.721,0.027,26.7037037,23.61991192,1508,1551,43,1551,1551,2.96,2299.25,59.02,9.18,29949284.8,234.14,79.10135135
"6505",6,0.018,0.742,0.028,26.5,22.94811947,1508,1575,67,1575,1559,2.89,2291.69,58.98,9.29,30940193.92,294.39,101.8650519
"6506",8,0.038,0.78,0.017,45.88235294,34.09448306,1508,1534,26,1534,1534,2.97,2296.84,59.22,8.92,28972664.57,278.83,93.88215488
"6507",5,0.028,0.753,0.035,21.51428571,19.22466134,1508,NA,41,1549,1549,2.64,2291.32,59.03,8.55,31167159.55,264.2,100.0757576
"6508",7,0.02,0.645,0.021,30.71428571,28.83191546,1508,1536,28,1536,1547,2.58,2297.07,58.94,8.83,33019045.74,241.78,93.71317829
"6509",11,0.026,0.79,0.025,31.6,25.10710746,1508,NA,63,1571,1571,2.32,2287.51,58.74,8.09,33502161.54,193.11,83.23706897
"6510",4,0.021,0.751,0.027,27.81481481,23.61991192,1508,NA,55,1563,1563,2.89,2288.06,59.08,8.62,28663295.58,188.93,65.37370242
"6511",5,0.019,1.03,0.024,42.91666667,25.93359266,1506,1552,46,1552,1538,2.77,2284.92,58.72,8.53,29552181.92,185.89,67.10830325
"6512",8,0.026,0.8,0.029,27.5862069,22.31802259,1508,1562,54,1562,1555,2.79,2289.96,58.92,8.4,28956913.55,224.47,80.45519713
"6513",4,0.025,1.062,0.02,53.1,29.96988564,1506,1559,53,1559,1559,2.71,2289.11,59.04,8.62,30581158.1,183.31,67.64206642
"6514",8,0.024,0.74,0.027,27.40740741,23.61991192,1508,1546,38,1546,1546,2.34,2291.55,58.73,8.2,33726915.38,183.59,78.45726496
"6515",6,0.018,0.725,0.02,36.25,29.96988564,1508,NA,41,1549,1549,2.92,2293.53,58.87,8.44,27842825.84,186.56,63.89041096
"6516",5,0.023,1.029,0.024,42.875,25.93359266,1506,1554,48,1554,1542,2.92,2296.33,59.26,8.35,27579552.43,265.61,90.96232877
"6517",7,0.024,1.075,0.022,48.86363636,27.78715793,1506,1550,44,1550,1540,2.62,2294.92,58.95,8.84,32521293.8,336.93,128.5992366
"6518",6,0.022,0.77,0.023,33.47826087,26.82423957,1508,1556,48,1556,1556,2.3,2297.12,58.86,8.62,36158666.3,263.36,114.5043478
"6519",3,0.024,1.053,0.035,30.08571429,19.22466134,1506,1561,55,1561,1561,2.56,2298.94,58.84,7.93,29909568.61,249.15,97.32421875
"6520",7,0.022,1.014,0.028,36.21428571,22.94811947,1506,1558,52,1558,1544,2.52,2291.75,58.94,7.97,30442079.17,289.43,114.8531746
"6521",5,0.023,0.746,0.027,27.62962963,23.61991192,1508,1543,35,1543,1541,2.46,2293.14,59.02,7.5,29363378.05,180.4,73.33333333
"6522",10,0.025,1.035,0.018,57.5,32.58285073,1506,1569,63,1569,1565,2.4,2293.17,58.75,8.66,34752991.35,235.41,98.0875
"6523",7,0.021,1.051,0.015,70.06666667,37.65403131,1506,1563,57,1563,1549,2.49,2289.69,59.14,8.57,33098434.48,243.25,97.69076305
"6524",8,0.023,1.035,0.022,47.04545455,27.78715793,1506,1549,43,1549,1554,2.47,2284.02,58.9,8.15,31652633.44,304.23,123.1700405
"6525",15,0.02,1.041,0.022,47.31818182,27.78715793,1506,NA,65,1571,1571,2.27,2290.78,58.77,8.58,36365880.21,289.28,127.4361233
"6526",5,0.02,1.025,0.014,73.21428571,39.77262916,1506,1550,44,1550,1541,2.42,2295.04,59.05,8.07,32143837.09,131.26,54.23966942
"6527",5,0.022,1.024,0.019,53.89473684,31.21470086,1506,NA,28,1534,1534,2.64,2292.31,58.84,7.83,28554888.89,311.73,118.0795455
"6528",6,0.019,1.026,0.022,46.63636364,27.78715793,1506,1550,44,1550,1553,2.57,2294.28,58.72,8.53,31982441.74,229.52,89.307393
"6529",2,0.025,1.1,0.024,45.83333333,25.93359266,1506,1544,38,1544,1544,2.56,2293.2,59.06,7.89,29684399.06,269.31,105.1992188
"6530",3,0.019,1.041,0.022,47.31818182,27.78715793,1506,NA,43,1549,1549,2.34,2259.91,59.1,0.81,3285561.462,340.02,145.3076923
"6531",2,0.019,1.095,0.019,57.63157895,31.21470086,1506,1555,49,1555,1554,2.38,2262.35,59.13,0.71,2834591.471,282.03,118.5
"6532",7,0.025,1.01,0.027,37.40740741,23.61991192,1506,NA,61,1567,1567,2.37,2265.03,59.12,7.94,31870979.09,284.54,120.0590717
"6533",6,0.028,1.036,0.018,57.55555556,32.58285073,1506,NA,54,1560,1560,2.6,2260.1,59.01,8.21,29974141.62,254.31,97.81153846
"6534",2,0.026,1.035,0.025,41.4,25.10710746,1506,1559,53,1559,1559,2.96,2267.44,59.15,8.84,28441051.46,275.29,93.00337838
"6535",3,0.023,1.13,0.024,47.08333333,25.93359266,1506,1563,57,1563,1563,2.85,2275.31,58.78,8.69,29138338.38,186.72,65.51578947
"6536",8,0.021,1.016,0.023,44.17391304,26.82423957,1506,1572,66,1572,1572,2.3,2266.13,58.57,8.79,36374342.32,221.17,96.16086957
"6537",8,0.03,1.053,0.028,37.60714286,22.94811947,1506,1558,52,1558,1558,2.68,2265.44,59.11,7.95,28225015.52,138.11,51.53358209
"6538",5,0.018,1.02,0.029,35.17241379,22.31802259,1506,1561,55,1561,1572,2.24,2274.66,58.72,8.59,36636242.63,192.16,85.78571429
"6539",4,0.019,1.023,0.027,37.88888889,23.61991192,1506,1565,59,1565,1566,2.84,2269.25,59.3,0.69,2315593.838,181.03,63.74295775
"6540",6,0.021,1.036,0.027,38.37037037,23.61991192,1506,1562,56,1562,1562,2.98,2271.45,58.87,8.93,28588256.28,180.68,60.63087248
"6541",4,0.025,1.04,0.025,41.6,25.10710746,1506,1564,58,1564,1561,3.39,2270.58,58.72,9.61,27033967.54,180.73,53.31268437
"6542",12,0.017,0.739,0.027,27.37037037,23.61991192,1508,1569,61,1569,1569,2.99,2283.69,58.85,9.03,28966965.53,271.19,90.69899666
"6543",8,0.023,0.736,0.029,25.37931034,22.31802259,1508,NA,62,1570,1570,2.24,2272.42,58.97,8.55,36429733.13,183.03,81.70982143
"6544",6,0.025,1.03,0.025,41.2,25.10710746,1506,1552,46,1552,1529,2.87,2272.65,59.06,8.44,28069999.02,277.91,96.83275261
"6545",6,0.028,1.034,0.024,43.08333333,25.93359266,1506,1541,35,1541,1541,2.32,2272.27,59.07,0.6,2468155.345,244.21,105.262931
"6546",4,0.021,0.743,0.025,29.72,25.10710746,1508,1575,67,1575,1575,2.94,2275.05,59.01,9.1,29575650,301.61,102.5884354
"6547",5,0.014,0.743,0.021,35.38095238,28.83191546,1508,1573,65,1573,1568,2.26,2274.16,58.61,8.8,37191572.39,377.05,166.8362832
"6548",5,0.028,0.734,0.025,29.36,25.10710746,1508,1533,25,1533,1557,2.85,2277.51,58.93,8.58,28797315.92,247.42,86.81403509
"6549",5,0.024,0.777,0.022,35.31818182,27.78715793,1508,NA,51,1559,1559,2.94,2277.64,59.09,8.91,28991103.43,144.27,49.07142857
"6550",7,0.022,0.75,0.015,50,37.65403131,1508,1566,58,1566,1561,2.88,2277.97,59.05,8.89,29532931.9,317.7,110.3125
"6551",5,0.024,0.729,0.022,33.13636364,27.78715793,1508,1576,68,1576,1585,2.3,2274.25,58.85,8.96,37210685.22,328.29,142.7347826
"6552",7,0.018,1.04,0.022,47.27272727,27.78715793,1506,1553,47,1553,1553,2.91,2274.46,58.73,8.7,28559714.23,311.76,107.1340206
"6553",9,0.029,1.04,0.03,34.66666667,21.72572514,1506,NA,48,1554,1554,2.86,2277.33,59.16,8.67,28995347.77,273.74,95.71328671
"6554",8,0.022,1.017,0.029,35.06896552,22.31802259,1506,1564,58,1564,1551,3.02,2275.47,58.9,9.2,29113960.53,248.1,82.15231788
"6555",3,0.019,1.029,0.027,38.11111111,23.61991192,1506,NA,31,1537,1537,3.06,2276.29,59.41,9.01,28150119.67,307.23,100.4019608
"6556",8,0.021,1.03,0.034,30.29411765,19.67192734,1506,1514,8,1514,1550,2.98,2273.1,59.21,8.97,28737170.94,280.69,94.19127517
"6557",8,0.028,1.02,0.024,42.5,25.93359266,1506,1703,197,1703,1559,2.27,2270.61,58.75,8.93,37516078.7,259.89,114.4889868
"6558",9,0.021,1.01,0.022,45.90909091,27.78715793,1506,1548,42,1548,1535,2.91,2273.67,58.74,9.08,29796796.95,180.22,61.93127148
"6559",8,0.019,1.02,0.024,42.5,25.93359266,1506,1546,40,1546,1546,3.04,2274.45,58.99,0.75,2356749.178,187.87,61.79934211
"6560",5,0.025,0.71,0.027,26.2962963,23.61991192,1508,1548,40,1548,1544,2.92,2271.1,58.95,9.04,29530522.19,265.49,90.92123288
"6561",8,0.016,0.743,0.021,35.38095238,28.83191546,1508,1549,41,1549,1549,2.89,2265.95,59.06,8.87,29209585.22,180.53,62.46712803
"6562",4,0.019,0.75,0.019,39.47368421,31.21470086,1508,1555,47,1555,1553,2.95,2267.67,58.84,8.76,28282072.76,312.35,105.8813559
"6563",7,0.027,0.74,0.02,37,29.96988564,1508,1551,43,1551,1551,2.92,2270.94,58.78,8.65,28254537.74,243.78,83.48630137
"6564",7,0.043,0.735,0.031,23.70967742,21.1678094,1508,1524,16,1524,1520,2.77,2269.96,58.96,8.15,28050805.34,309.6,111.7689531
"6565",6,0.021,0.744,0.026,28.61538462,24.33786233,1508,1544,36,1544,1524,2.77,2271.67,59.08,7.46,25695294.02,236.93,85.53429603
"6566",4,0.023,1.027,0.024,42.79166667,25.93359266,1510,1564,54,1564,1564,2.88,2270.02,58.9,8.19,27112551.38,224.42,77.92361111
"6567",4,0.019,0.763,0.015,50.86666667,37.65403131,1508,1573,65,1573,1573,2.31,2270.04,58.88,8.93,36857194.91,307.69,133.1991342
"6568",9,0.021,0.75,0.016,46.875,35.77449321,1508,1556,48,1556,1556,3.04,2270.21,58.87,9.06,28416457.54,181.22,59.61184211
"6569",10,0.018,0.74,0.027,27.40740741,23.61991192,1508,NA,46,1554,1554,2.69,2271.93,58.96,8.13,28839153.08,241.84,89.90334572
"6570",6,0.016,0.73,0.032,22.8125,20.64126415,1508,1539,31,1539,1539,2.97,2270.36,58.86,8.36,26840700.44,283.56,95.47474747
"6571",5,0.02,0.724,0.03,24.13333333,21.72572514,1508,1567,59,1567,1549,3.23,2269.45,58.92,8.19,24168588.58,290.27,89.86687307
"6572",3,0.027,0.745,0.013,57.30769231,42.18126779,1508,1583,75,1583,1579,2.35,2265.36,58.55,8.88,35952709.17,209.34,89.08085106
"6573",6,0.027,0.73,0.027,27.03703704,23.61991192,1508,NA,32,1540,1540,3.03,2267.62,58.75,8.49,26686070.61,248.64,82.05940594
"6574",8,0.023,0.75,0.029,25.86206897,22.31802259,1508,1536,28,1536,1536,3.33,2268.4,58.97,8.5,24318882.88,279.78,84.01801802
"6575",7,0.015,0.753,0.016,47.0625,35.77449321,1508,1547,39,1547,1551,3.26,2271.1,58.73,8.89,26011758.22,317.75,97.46932515
"6576",6,0.015,0.738,0.008,92.25,62.00271238,1508,1556,48,1556,1559,2.7,2274.98,58.84,8.88,31425057.07,180.15,66.72222222
"6577",5,0.018,0.75,0.018,41.66666667,32.58285073,1508,1586,78,1586,1592,2.3,2270.9,58.48,8.62,35745940.7,224.63,97.66521739
"6578",2,0.04,0.71,0.03,23.66666667,21.72572514,1508,1554,46,1554,1554,2.63,2270.68,59.08,8.47,30713752.97,230.33,87.57794677
"6579",3,0.025,0.77,0.025,30.8,25.10710746,1508,1551,43,1551,1536,2.69,2268.71,58.97,8.73,30923613.7,180.4,67.06319703
"6580",4,0.019,0.73,0.029,25.17241379,22.31802259,1508,NA,53,1561,1561,2.95,2271.13,59.27,9.2,29747953.63,259.27,87.88813559
"6581",7,0.014,0.8,0.03,26.66666667,21.72572514,1508,1553,45,1553,1514,2.74,2273.77,58.63,8.79,30636146.3,253.95,92.68248175
"6582",9,0.026,0.727,0.026,27.96153846,24.33786233,1508,1552,44,1552,1552,2.93,2270.34,59.18,8.85,28801548.74,257.15,87.76450512
"6583",7,0.035,0.739,0.024,30.79166667,25.93359266,1508,NA,43,1551,1551,2.97,2268.19,58.81,8.4,26943347.88,230.98,77.77104377
"6584",9,0.029,0.728,0.03,24.26666667,21.72572514,1508,1561,53,1561,1556,2.65,2272.93,59,7.9,28458799.02,322.43,121.6716981
"6585",5,0.027,0.747,0.03,24.9,21.72572514,1508,1536,28,1536,1541,2.89,2270.84,58.65,8.43,27820540.15,254.1,87.92387543
"6586",8,0.018,0.77,0.022,35,27.78715793,1508,1546,38,1546,1527,2.76,2268.57,58.67,8.82,30448154.74,266.33,96.49637681
"6587",14,0.017,1.018,0.021,48.47619048,28.83191546,1510,NA,71,1581,1581,2.39,2274.26,57.87,8.66,34610621.22,217.56,91.0292887
"6588",3,0.025,0.997,0.015,66.46666667,37.65403131,1510,1571,61,1571,1575,2.34,2271.93,59.01,8.32,33927488,262.23,112.0641026
"6589",2,0.019,0.737,0.027,27.2962963,23.61991192,1508,1558,50,1558,1559,3.08,2273.31,58.9,9.03,27992712.68,290.23,94.23051948
"6590",6,0.031,0.74,0.017,43.52941176,34.09448306,1508,1561,53,1561,1549,3.07,2268.34,58.97,9.1,28239724.69,301.54,98.22149837
"6591",8,0.02,0.73,0.028,26.07142857,22.94811947,1508,1559,51,1559,1547,2.97,2267.34,58.92,8.88,28472293.82,256.98,86.52525253
"6592",6,0.032,0.725,0.018,40.27777778,32.58285073,1508,1548,40,1548,1553,2.88,2275.93,58.82,8.65,28709908.65,266.54,92.54861111
"6593",4,0.027,0.749,0.021,35.66666667,28.83191546,1508,1560,52,1560,1693,2.86,2281.5,59.14,9.09,30455631.82,259.95,90.89160839
"6594",5,0.029,0.71,0.009,78.88888889,56.47110389,1508,NA,74,1582,1582,2.28,2276.65,58.77,8.89,37283139.34,236.58,103.7631579
"6595",6,0.023,0.73,0.021,34.76190476,28.83191546,1508,1558,50,1558,1541,2.68,2280.5,59.05,8.37,29913692.91,240.4,89.70149254
"6596",5,0.028,0.73,0.027,27.03703704,23.61991192,1508,1564,56,1564,1564,2.8,2282.92,58.75,8.25,28251135,264.42,94.43571429
"6597",3,0.022,0.718,0.023,31.2173913,26.82423957,1508,1566,58,1566,1558,2.82,2284.58,59.07,8.86,30146734.38,238.53,84.58510638
"6598",7,0.027,0.746,0.019,39.26315789,31.21470086,1508,1557,49,1557,1557,2.99,2284.6,59.07,9.18,29459878.8,312.79,104.6120401
"6599",7,0.019,0.73,0.021,34.76190476,28.83191546,1508,1561,53,1561,1561,2.87,2282.66,59,8.98,29997492.88,225.32,78.5087108
"6600",2,0.039,0.763,0.025,30.52,25.10710746,1508,1553,45,1553,1553,2.86,2280.66,58.93,9.01,30176481.02,281.7,98.4965035
"6601",4,0.029,0.737,0.028,26.32142857,22.94811947,1508,1545,37,1545,1545,2.93,2279.43,59.18,8.75,28590120.31,261.75,89.33447099
"6602",4,0.029,0.732,0.026,28.15384615,24.33786233,1508,1554,46,1554,1554,2.95,2283.92,58.81,8.74,28419706.9,181.17,61.41355932
"6603",6,0.036,0.737,0.028,26.32142857,22.94811947,1508,1544,36,1544,1542,2.93,2283.43,58.81,8.71,28509363.91,257.27,87.80546075
"6604",6,0.023,0.73,0.032,22.8125,20.64126415,1508,1561,53,1561,1555,2.79,2282.7,59.01,8.51,29243105.16,260.81,93.48028674
"6605",9,0.023,0.743,0.03,24.76666667,21.72572514,1508,1578,70,1578,1590,2.25,2281.03,58.77,8.73,37171664.88,218.84,97.26222222
"6606",5,0.015,0.715,0.021,34.04761905,28.83191546,1508,NA,47,1555,1555,2.9,2281.29,59.16,8.62,28479939.02,242.79,83.72068966
"6607",5,0.02,0.726,0.031,23.41935484,21.1678094,1508,1549,41,1549,1549,2.88,2281.67,59.17,8.41,27983731.85,300.02,104.1736111
"6608",7,0.019,0.802,0.023,34.86956522,26.82423957,1508,1554,46,1554,1554,2.91,2283.54,59.13,8.97,29563603.42,281.45,96.71821306
"6609",4,0.017,0.76,0.022,34.54545455,27.78715793,1508,NA,46,1554,1554,2.97,2285.05,59.26,8.5,27466762.63,282.7,95.18518519
"6610",5,0.024,0.754,0.025,30.16,25.10710746,1508,1571,63,1571,1558,2.88,2286.02,59.15,8.79,29303918.88,339.76,117.9722222
"6611",6,0.022,1.08,0.019,56.84210526,31.21470086,1506,1547,41,1547,1531,3,2281.69,58.89,8.83,28206251.78,192.85,64.28333333
"6612",10,0.017,0.751,0.009,83.44444444,56.47110389,1508,1582,74,1582,1574,2.32,2281.76,58.64,8.38,34615872.83,311.84,134.4137931
"6613",6,0.022,1.036,0.027,38.37037037,23.61991192,1506,1553,47,1553,1555,2.56,2291.31,59,8.11,30486953.6,293.74,114.7421875
"6614",8,0.027,0.79,0.032,24.6875,20.64126415,1508,1563,55,1563,1563,2.76,2284.53,59.01,8.62,29967073.96,234.63,85.01086957
"6615",6,0.03,1,0.029,34.48275862,22.31802259,1506,1565,59,1565,1545,2.97,2282.95,58.85,9.01,29088011.41,274.63,92.46801347
"6616",5,0.022,1.032,0.024,43,25.93359266,1506,NA,52,1558,1558,2.83,2262.18,58.85,8.82,29611376.65,257.13,90.85865724
"6617",7,0.023,1.049,0.02,52.45,29.96988564,1506,1574,68,1574,1574,2.29,2263.23,58.57,8.45,35075123.45,238.54,104.1659389
"6618",3,0.015,1.025,0.016,64.0625,35.77449321,1506,1561,55,1561,1561,3.01,2265.93,59.31,8.83,27918365.44,266.55,88.55481728
"6619",4,0.025,1.056,0.024,44,25.93359266,1506,1570,64,1570,1559,2.41,2263.81,58.88,8.29,32705948.79,180.36,74.83817427
"6620",7,0.026,1.032,0.025,41.28,25.10710746,1506,1548,42,1548,1548,2.94,2267.89,59.25,8.75,28348625,245.6,83.53741497
"6621",3,0.022,1.009,0.028,36.03571429,22.94811947,1506,NA,39,1545,1545,3,2273.18,58.93,8.44,26859894.88,148.94,49.64666667
"6622",3,0.029,0.72,0.022,32.72727273,27.78715793,1508,1550,42,1550,1550,2.83,2269.78,59.11,8.78,29576115.65,273.07,96.49116608
"6623",7,0.03,0.772,0.03,25.73333333,21.72572514,1508,NA,66,1574,1574,2.74,2261.03,58.74,8.59,29771328.59,268.47,97.98175182
"6624",2,0.035,1.042,0.03,34.73333333,21.72572514,1506,1555,49,1555,1555,3.13,2266.66,59.04,0.59,1794499.514,254.33,81.25559105
"6625",5,0.02,1.02,0.024,42.5,25.93359266,1506,NA,24,1530,1530,3.04,2268.84,59.01,0.59,1849403.132,319.92,105.2368421
"6626",8,0.024,1.06,0.026,40.76923077,24.33786233,1506,1571,65,1571,1582,2.48,2264.72,58.86,8.45,32409239.03,236.78,95.47580645
"6627",5,0.027,0.76,0.026,29.23076923,24.33786233,1508,1531,23,1531,1534,2.92,2265.53,58.92,0.58,1890010.644,319.08,109.2739726
"6628",2,0.024,1.044,0.027,38.66666667,23.61991192,1506,1555,49,1555,1538,2.84,2262.08,59.04,0.63,2107557.634,307.81,108.3838028
"6629",5,0.023,1.04,0.029,35.86206897,22.31802259,1506,1559,53,1559,1559,2.8,2259.22,59.03,0.65,2202739.5,313.49,111.9607143
"6630",9,0.024,0.8,0.024,33.33333333,25.93359266,1508,1551,43,1551,1539,2.93,2260.37,59.03,0.61,1976473.7,257.12,87.75426621
"6631",6,0.021,1.07,0.028,38.21428571,22.94811947,1506,1555,49,1555,1555,2.97,2260.75,59.01,0.53,1694420.707,301.3,101.4478114
"6632",7,0.017,1.023,0.028,36.53571429,22.94811947,1506,1571,65,1571,1572,2.4,2265.23,58.63,8.99,35637730.98,295.66,123.1916667
"6633",6,0.023,0.763,0.026,29.34615385,24.33786233,1508,1545,37,1545,1545,2.65,2263.7,58.97,8.42,30208862.94,210.58,79.46415094
"6634",6,0.02,0.731,0.027,27.07407407,23.61991192,1508,1553,45,1553,1553,2.86,2266.89,58.59,8.18,27231214.28,265.16,92.71328671
"6635",3,0.024,0.736,0.028,26.28571429,22.94811947,1508,1566,58,1566,1565,2.76,2267.83,59.15,8.56,29540950.78,233.93,84.75724638
"6636",6,0.018,0.753,0.03,25.1,21.72572514,1508,1545,37,1545,1552,2.73,2266.13,58.77,8.5,29634007.69,281.65,103.1684982
"6637",2,0.015,0.762,0.024,31.75,25.93359266,1508,1542,34,1542,1542,2.86,2265.17,59.07,8.63,28707465.67,257.1,89.8951049
"6638",8,0.024,0.73,0.025,29.2,25.10710746,1508,1565,57,1565,1565,2.25,2261.58,58.75,9.05,38205624.8,181.81,80.80444444
"6639",6,0.023,0.74,0.034,21.76470588,19.67192734,1508,1545,37,1545,1545,3.06,2265.59,59.2,8.37,26027631,273.53,89.38888889
"6640",6,0.031,0.746,0.026,28.69230769,24.33786233,1508,1557,49,1557,1557,3.07,2264.21,58.99,8.13,25183620.41,316.97,103.247557
"6641",6,0.028,0.745,0.027,27.59259259,23.61991192,1508,1554,46,1554,1561,3.16,2265.29,59.13,8.23,24779118.4,302.85,95.83860759
"6642",5,0.017,0.743,0.033,22.51515152,20.1434254,1508,NA,47,1555,1555,3.08,2266.16,59.06,7.97,24629038.91,275.71,89.51623377
"6643",7,0.035,0.745,0.019,39.21052632,31.21470086,1508,1703,195,1703,1586,2.33,2261.34,58.88,9.28,37827462.59,328.29,140.8969957
"6644",7,0.028,0.735,0.03,24.5,21.72572514,1508,1561,53,1561,1547,2.83,2258.67,58.82,8.31,27855865.84,299.57,105.8551237
"6645",8,0.03,0.76,0.033,23.03030303,20.1434254,1508,1553,45,1553,1553,2.87,2260.6,59.1,8.62,28516641.95,269.64,93.95121951
"6646",5,0.032,1.018,0.036,28.27777778,18.79974161,1506,1556,50,1556,1556,2.89,2256.63,58.75,8.72,28597514.57,262.46,90.816609
"6647",5,0.028,1.02,0.04,25.5,17.29210593,1506,1525,19,1525,1522,2.65,2255.25,58.92,8.87,31704559.81,259.77,98.02641509
"6648",9,0.022,1.07,0.028,38.21428571,22.94811947,1506,NA,39,1545,1545,2.54,2258.43,58.88,9.04,33759082.77,322.43,126.9409449
"6649",6,0.021,0.982,0.025,39.28,25.10710746,1506,1698,192,1698,1552,2.53,2258.49,58.91,9.23,34605779.98,245.98,97.22529644
"6650",6,0.034,1.034,0.032,32.3125,20.64126415,1506,1558,52,1558,1558,2.72,2257.6,58.88,8.85,30851100,207.15,76.15808824
"6651",5,0.022,1.035,0.025,41.4,25.10710746,1506,NA,89,1595,1595,2.27,2250.03,58.54,9.27,38591483.71,192.16,84.65198238
"6652",4,0.022,1.074,0.027,39.77777778,23.61991192,1506,1692,186,1692,1544,3.03,2248.34,59.09,9.3,28983551.29,317.57,104.8085809
"6653",13,0.026,1.047,0.019,55.10526316,31.21470086,1506,1545,39,1545,1545,3.34,2243.06,59.28,9.4,26513775.09,291.28,87.20958084
"6654",7,0.032,1.07,0.029,36.89655172,22.31802259,1506,1555,49,1555,1555,2.87,2248.87,58.76,8.94,29421801.66,259.07,90.26829268
"6655",5,0.025,1.05,0.011,95.45454545,48.15942887,1506,NA,79,1585,1585,2.17,2248.63,58.61,9.14,39778990.06,242,111.5207373
"6656",5,0.035,1.042,0.028,37.21428571,22.94811947,1506,1549,43,1549,1558,2.93,2246.53,59.11,9.21,29658796.4,259.98,88.73037543
"6657",4,0.023,1.11,0.027,41.11111111,23.61991192,1506,NA,59,1565,1565,3,2246.06,58.82,9.11,28646249.24,304.64,101.5466667
"6658",8,0.03,1.076,0.028,38.42857143,22.94811947,1506,1566,60,1566,1566,2.74,2248.56,59.32,9.33,32157690.57,254.1,92.73722628
"6659",3,0.027,1.052,0.021,50.0952381,28.83191546,1506,1550,44,1550,1548,2.93,2245.8,58.69,9.14,29423812.42,312.17,106.5426621
"6660",5,0.023,1.07,0.026,41.15384615,24.33786233,1506,1575,69,1575,1584,2.3,2244.73,55.71,8.32,34104280.49,181.81,79.04782609
"6661",8,0.019,0.744,0.026,28.61538462,24.33786233,1508,1563,55,1563,1546,2.83,2246.45,56.03,0.53,1766995.654,241.54,85.34982332
"6662",11,0.025,1.064,0.028,38,22.94811947,1506,1549,43,1549,1554,2.86,2242.14,55.83,0.69,2271930.671,302.28,105.6923077
"6663",5,0.037,1.008,0.028,36,22.94811947,1506,NA,19,1525,1525,2.95,2243.72,55.72,0.72,2300003.146,294.29,99.75932203
"6664",7,0.024,1.052,0.033,31.87878788,20.1434254,1506,NA,29,1535,1535,3.04,2244.24,56.06,0.73,2263434.158,262.06,86.20394737
"6665",7,0.021,1.035,0.034,30.44117647,19.67192734,1506,NA,53,1559,1559,2.94,2241.25,55.98,0.62,1985107.143,252.3,85.81632653
"6666",5,0.024,0.994,0.026,38.23076923,24.33786233,1510,NA,78,1588,1588,2.35,2244.13,55.85,7.85,31484666.43,280.29,119.2723404
"6667",15,0.019,1.027,0.036,28.52777778,18.79974161,1506,1542,36,1542,1542,1.94,2243.67,56.05,7.91,38422270.48,182.64,94.1443299
"6668",3,0.02,0.768,0.025,30.72,25.10710746,1508,1528,20,1528,1531,2.41,2242.35,56.16,7.96,31106325.81,216.21,89.71369295
"6669",6,0.018,0.752,0.025,30.08,25.10710746,1508,1558,50,1558,1558,2.98,2241.18,56,8.83,27891409.89,173.66,58.27516779
"6670",5,0.028,1.013,0.012,84.41666667,44.94691449,1510,1594,84,1594,1594,2.35,2246.83,55.62,8.5,34132694.04,208.64,88.78297872
"6671",11,0.032,0.742,0.027,27.48148148,23.61991192,1508,1563,55,1563,1558,2.9,2250.24,56.2,9.05,29493662.9,181.95,62.74137931
"6672",2,0.021,0.752,0.026,28.92307692,24.33786233,1508,1554,46,1554,1554,3,2254.46,56.06,8.62,27206823.28,275.25,91.75
"6673",7,0.018,0.7,0.032,21.875,20.64126415,1508,1539,31,1539,1539,2.42,2252.4,56.08,0.7,2736386.777,215.68,89.12396694
"6674",8,0.021,0.75,0.03,25,21.72572514,1508,1566,58,1566,1566,2.98,2252.98,56.02,9.19,29181383.23,261.34,87.69798658
"6675",6,0.019,0.723,0.026,27.80769231,24.33786233,1508,1554,46,1554,1543,2.9,2312.19,55.68,8.55,28631290.66,305.44,105.3241379
"6676",8,0.031,0.772,0.027,28.59259259,23.61991192,1508,1548,40,1548,1545,2.96,2309.79,55.99,8.98,29431094.47,189.53,64.03040541
"6677",6,0.025,0.754,0.026,29,24.33786233,1508,1560,52,1560,1538,2.87,2309.7,56.34,8.88,30014833.17,182.59,63.62020906
"6678",5,0.019,0.81,0.033,24.54545455,20.1434254,1508,NA,46,1554,1554,2.31,2313.47,56.1,7.69,32346516.91,265.09,114.7575758
"6679",7,0.033,0.741,0.029,25.55172414,22.31802259,1508,1551,43,1551,1551,2.34,2312.6,56.12,8.23,34161252.82,239.36,102.2905983
"6680",6,0.025,0.758,0.021,36.0952381,28.83191546,1508,NA,67,1575,1575,2.27,2310.34,55.57,9.34,39925117.85,297.1,130.8810573
"6681",11,0.031,0.751,0.032,23.46875,20.64126415,1508,1550,42,1550,1697,2.6,2310.86,55.76,8.9,33223056.46,237.59,91.38076923
"6682",9,0.02,0.746,0.028,26.64285714,22.94811947,1508,NA,64,1572,1572,2.3,2313.08,55.81,8.47,35776307.79,141.81,61.65652174
"6683",23,0.027,1.045,0.023,45.43478261,26.82423957,1506,1576,70,1576,1590,2.3,2310.43,55.34,9.1,38393319.39,193.93,84.3173913
"6684",6,0.017,0.73,0.027,27.03703704,23.61991192,1508,1561,53,1561,1551,2.83,2313.68,55.93,8.78,30148149.71,276.82,97.81625442
"6685",6,0.023,0.715,0.034,21.02941176,19.67192734,1508,1564,56,1564,1549,2.53,2310.79,55.99,8.47,32491716.78,273.16,107.9683794
